region	month	monthName	workType	category	plants	growMethod	text	detail	source
yug	may	МАЙ	poliv	ogorod	gorokh	grunt	Горох поливают обильно (10 л на м²) в бутонизацию, цветение и налив бобов — при нехватке влаги сбрасывает цветки и завязи; до цветения полив умеренный, полезно рыхление и лёгкое окучивание.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
ural-sibir	iyul	ИЮЛЬ	poliv	ogorod	gorokh	grunt	Горох поливают обильно (10 л на м²) в бутонизацию, цветение и налив бобов — при нехватке влаги сбрасывает цветки и завязи; до цветения полив умеренный, полезно рыхление и лёгкое окучивание.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
severo-zapad	iyun	ИЮНЬ	poliv	ogorod	gorokh	grunt	Горох поливают обильно (10 л на м²) в бутонизацию, цветение и налив бобов — при нехватке влаги сбрасывает цветки и завязи; до цветения полив умеренный, полезно рыхление и лёгкое окучивание.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
srednyaya-polosa	iyul	ИЮЛЬ	poliv	ogorod	fasol	grunt	Фасоль поливают тёплой водой под корень в цветение и налив лопаток; переувлажнение и полив по листу в прохладную погоду — риск антракноза и бактериоза. Прищипка верхушки вьющейся фасоли на высоте опоры ускоряет налив.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
yug	iyun	ИЮНЬ	poliv	ogorod	fasol	grunt	Фасоль поливают тёплой водой под корень в цветение и налив лопаток; переувлажнение и полив по листу в прохладную погоду — риск антракноза и бактериоза. Прищипка верхушки вьющейся фасоли на высоте опоры ускоряет налив.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
ural-sibir	avgust	АВГУСТ	poliv	ogorod	fasol	grunt	Фасоль поливают тёплой водой под корень в цветение и налив лопаток; переувлажнение и полив по листу в прохладную погоду — риск антракноза и бактериоза. Прищипка верхушки вьющейся фасоли на высоте опоры ускоряет налив.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
severo-zapad	iyul	ИЮЛЬ	poliv	ogorod	fasol	grunt	Фасоль поливают тёплой водой под корень в цветение и налив лопаток; переувлажнение и полив по листу в прохладную погоду — риск антракноза и бактериоза. Прищипка верхушки вьющейся фасоли на высоте опоры ускоряет налив.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
srednyaya-polosa	iyun	ИЮНЬ	udobrenie	ogorod	kukuruza	grunt	Подкормки сахарной кукурузы: в фазе 3-5 листьев — азотная (быстрый рост); перед выметыванием метёлки — комплексная с калием. Между рядами рыхлят и слегка окучивают для устойчивости и придаточных корней.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
yug	may	МАЙ	udobrenie	ogorod	kukuruza	grunt	Подкормки сахарной кукурузы: в фазе 3-5 листьев — азотная (быстрый рост); перед выметыванием метёлки — комплексная с калием. Между рядами рыхлят и слегка окучивают для устойчивости и придаточных корней.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
ural-sibir	iyul	ИЮЛЬ	udobrenie	ogorod	kukuruza	grunt	Подкормки сахарной кукурузы: в фазе 3-5 листьев — азотная (быстрый рост); перед выметыванием метёлки — комплексная с калием. Между рядами рыхлят и слегка окучивают для устойчивости и придаточных корней.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
severo-zapad	iyun	ИЮНЬ	udobrenie	ogorod	kukuruza	grunt	Подкормки сахарной кукурузы: в фазе 3-5 листьев — азотная (быстрый рост); перед выметыванием метёлки — комплексная с калием. Между рядами рыхлят и слегка окучивают для устойчивости и придаточных корней.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
srednyaya-polosa	iyul	ИЮЛЬ	poliv	ogorod	kukuruza	grunt	Кукурузе критичен полив от выметывания метёлки до молочной спелости початков (цветение и налив зерна): при засухе в этот период початки щуплые, с пропусками зерна.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
yug	iyun	ИЮНЬ	poliv	ogorod	kukuruza	grunt	Кукурузе критичен полив от выметывания метёлки до молочной спелости початков (цветение и налив зерна): при засухе в этот период початки щуплые, с пропусками зерна.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
ural-sibir	avgust	АВГУСТ	poliv	ogorod	kukuruza	grunt	Кукурузе критичен полив от выметывания метёлки до молочной спелости початков (цветение и налив зерна): при засухе в этот период початки щуплые, с пропусками зерна.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
severo-zapad	iyul	ИЮЛЬ	poliv	ogorod	kukuruza	grunt	Кукурузе критичен полив от выметывания метёлки до молочной спелости початков (цветение и налив зерна): при засухе в этот период початки щуплые, с пропусками зерна.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
srednyaya-polosa	iyul	ИЮЛЬ	obrabotka	ogorod	kukuruza	grunt	От стеблевого мотылька (гусеницы в стебле и початке) и тли — обработки в период выметывания метёлки. Пасынки у основания на богатой почве можно не удалять.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
yug	iyun	ИЮНЬ	obrabotka	ogorod	kukuruza	grunt	От стеблевого мотылька (гусеницы в стебле и початке) и тли — обработки в период выметывания метёлки. Пасынки у основания на богатой почве можно не удалять.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
ural-sibir	avgust	АВГУСТ	obrabotka	ogorod	kukuruza	grunt	От стеблевого мотылька (гусеницы в стебле и початке) и тли — обработки в период выметывания метёлки. Пасынки у основания на богатой почве можно не удалять.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
severo-zapad	iyul	ИЮЛЬ	obrabotka	ogorod	kukuruza	grunt	От стеблевого мотылька (гусеницы в стебле и початке) и тли — обработки в период выметывания метёлки. Пасынки у основания на богатой почве можно не удалять.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
srednyaya-polosa	may	МАЙ	posev	ogorod	bazilik	rassada,grunt	Базилик: рассада — посев дома в марте – начале апреля, высадка в грунт в начале июня; прямой посев в грунт — в конце мая – начале июня по почве +15 °C под плёнку (всходит при +18…+20 °C, гибнет от заморозка).		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
yug	aprel	АПРЕЛЬ	posev	ogorod	bazilik	rassada,grunt	Базилик: на рассаду — посев дома в марте; в открытый грунт — с конца апреля – начала мая, когда почва прогреется до +15 °C и минует угроза заморозков (всходит при +18…+20 °C, гибнет от заморозка).		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
ural-sibir	iyun	ИЮНЬ	posev	ogorod	bazilik	rassada,grunt	Базилик: рассада — посев дома в конце апреля, высадка в грунт в 1–2-й декаде июня после заморозков; прямой посев — во 2-й декаде июня по прогретой до +15 °C почве под плёнку.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
severo-zapad	may	МАЙ	posev	ogorod	bazilik	rassada,grunt	Базилик на Северо-Западе — надёжнее через рассаду: посев дома в апреле, высадка в грунт во 2-й декаде июня по почве +15 °C, после ухода заморозков. Прямой посев в грунт рискован — лето короткое и прохладное.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
srednyaya-polosa	iyun	ИЮНЬ	obrezka	ogorod	bazilik	grunt	Регулярная прищипка верхушек базилика над 2-3-й парой листьев с начала роста — кустистость и задержка цветения; появляющиеся цветоносы выщипывают (после цветения лист грубеет и теряет аромат).		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
yug	may	МАЙ	obrezka	ogorod	bazilik	grunt	Регулярная прищипка верхушек базилика над 2-3-й парой листьев с начала роста — кустистость и задержка цветения; появляющиеся цветоносы выщипывают (после цветения лист грубеет и теряет аромат).		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
ural-sibir	iyul	ИЮЛЬ	obrezka	ogorod	bazilik	grunt	Регулярная прищипка верхушек базилика над 2-3-й парой листьев с начала роста — кустистость и задержка цветения; появляющиеся цветоносы выщипывают (после цветения лист грубеет и теряет аромат).		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
severo-zapad	iyun	ИЮНЬ	obrezka	ogorod	bazilik	grunt	Регулярная прищипка верхушек базилика над 2-3-й парой листьев с начала роста — кустистость и задержка цветения; появляющиеся цветоносы выщипывают (после цветения лист грубеет и теряет аромат).		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
srednyaya-polosa	iyun	ИЮНЬ	udobrenie	ogorod	bazilik	grunt	Базилику — 1-2 азотные подкормки за сезон (настой коровяка) для наращивания зелени; на плодородной почве можно без подкормок.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
yug	may	МАЙ	udobrenie	ogorod	bazilik	grunt	Базилику — 1-2 азотные подкормки за сезон (настой коровяка) для наращивания зелени; на плодородной почве можно без подкормок.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
ural-sibir	iyul	ИЮЛЬ	udobrenie	ogorod	bazilik	grunt	Базилику — 1-2 азотные подкормки за сезон (настой коровяка) для наращивания зелени; на плодородной почве можно без подкормок.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
severo-zapad	iyun	ИЮНЬ	udobrenie	ogorod	bazilik	grunt	Базилику — 1-2 азотные подкормки за сезон (настой коровяка) для наращивания зелени; на плодородной почве можно без подкормок.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
srednyaya-polosa	iyun	ИЮНЬ	udobrenie	ogorod	baklazhan	grunt	Подкормки баклажана каждые 2 недели: до цветения — с азотом (настой коровяка), в плодоношение — фосфорно-калийные и кальциевые (профилактика вершинной гнили). Баклажан прожорливее перца.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
yug	may	МАЙ	udobrenie	ogorod	baklazhan	grunt	Подкормки баклажана каждые 2 недели: до цветения — с азотом (настой коровяка), в плодоношение — фосфорно-калийные и кальциевые (профилактика вершинной гнили). Баклажан прожорливее перца.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
ural-sibir	iyul	ИЮЛЬ	udobrenie	ogorod	baklazhan	grunt	Подкормки баклажана каждые 2 недели: до цветения — с азотом (настой коровяка), в плодоношение — фосфорно-калийные и кальциевые (профилактика вершинной гнили). Баклажан прожорливее перца.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
severo-zapad	iyun	ИЮНЬ	udobrenie	ogorod	baklazhan	grunt	Подкормки баклажана каждые 2 недели: до цветения — с азотом (настой коровяка), в плодоношение — фосфорно-калийные и кальциевые (профилактика вершинной гнили). Баклажан прожорливее перца.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
srednyaya-polosa	iyun	ИЮНЬ	poliv	ogorod	baklazhan	grunt	Баклажану — обильный регулярный полив тёплой водой под корень: от пересушки сбрасывает цветки и завязи, плоды горчат и грубеют. Мульча обязательна — баклажан очень влаголюбив.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
yug	may	МАЙ	poliv	ogorod	baklazhan	grunt	Баклажану — обильный регулярный полив тёплой водой под корень: от пересушки сбрасывает цветки и завязи, плоды горчат и грубеют. Мульча обязательна — баклажан очень влаголюбив.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
ural-sibir	iyul	ИЮЛЬ	poliv	ogorod	baklazhan	grunt	Баклажану — обильный регулярный полив тёплой водой под корень: от пересушки сбрасывает цветки и завязи, плоды горчат и грубеют. Мульча обязательна — баклажан очень влаголюбив.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
severo-zapad	iyun	ИЮНЬ	poliv	ogorod	baklazhan	grunt	Баклажану — обильный регулярный полив тёплой водой под корень: от пересушки сбрасывает цветки и завязи, плоды горчат и грубеют. Мульча обязательна — баклажан очень влаголюбив.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
srednyaya-polosa	iyul	ИЮЛЬ	obrabotka	ogorod	baklazhan	grunt	От колорадского жука (баклажан повреждается сильнее картофеля), тли, паутинного клеща и белокрылки в теплице — осмотр, ручной сбор жука, инсектицид/акарицид; от вершинной гнили — кальциевая селитра и стабильный полив.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
yug	iyun	ИЮНЬ	obrabotka	ogorod	baklazhan	grunt	От колорадского жука (баклажан повреждается сильнее картофеля), тли, паутинного клеща и белокрылки в теплице — осмотр, ручной сбор жука, инсектицид/акарицид; от вершинной гнили — кальциевая селитра и стабильный полив.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
ural-sibir	avgust	АВГУСТ	obrabotka	ogorod	baklazhan	grunt	От колорадского жука (баклажан повреждается сильнее картофеля), тли, паутинного клеща и белокрылки в теплице — осмотр, ручной сбор жука, инсектицид/акарицид; от вершинной гнили — кальциевая селитра и стабильный полив.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
severo-zapad	iyul	ИЮЛЬ	obrabotka	ogorod	baklazhan	grunt	От колорадского жука (баклажан повреждается сильнее картофеля), тли, паутинного клеща и белокрылки в теплице — осмотр, ручной сбор жука, инсектицид/акарицид; от вершинной гнили — кальциевая селитра и стабильный полив.		ferma.expert/rasteniya/travy/shchavel; botanichka.ru/article/rheum; botanichka.ru/article/strelkovanie-salata; ncsemena.ru/article/shpinat-kress-salat-i-rukkola; prihoz.ru/articles/full/raznye_ovoshchi/CHem-podkormit-fasol-i-goroh; antonovsad.ru/naydite-gorohu-mesto-4543; ferma.expert/rasteniya/kultury/kukuruza/poliv-kukuruzy
srednyaya-polosa	iyun	ИЮНЬ	udobrenie	dekor	siren	grunt	После цветения сирени (в ближайшие 2-3 недели) — фосфорно-калийная подкормка без избытка азота; ранней весной — азотная. Сирень не выносит кислых почв: раз в 2-3 года подсыпают золу или доломитовую муку.		garshinka.ru/blog/siren-posle-cveteniya; botanichka.ru/article/obrezka-sireni-vidy-i-pravila; antonovsad.ru/uhod-za-zhimolostyu-vesnoy-3257; floristics.info/ru/stati/sad/2406; floristics.info/ru/stati/sadovodstvo/7245-petuniya-prishchipka-podkormka; bona-forte.ru/laboratories/life-hacking/330-petuniya
yug	may	МАЙ	udobrenie	dekor	siren	grunt	После цветения сирени (в ближайшие 2-3 недели) — фосфорно-калийная подкормка без избытка азота; ранней весной — азотная. Сирень не выносит кислых почв: раз в 2-3 года подсыпают золу или доломитовую муку.		garshinka.ru/blog/siren-posle-cveteniya; botanichka.ru/article/obrezka-sireni-vidy-i-pravila; antonovsad.ru/uhod-za-zhimolostyu-vesnoy-3257; floristics.info/ru/stati/sad/2406; floristics.info/ru/stati/sadovodstvo/7245-petuniya-prishchipka-podkormka; bona-forte.ru/laboratories/life-hacking/330-petuniya
